Category ID,Category Name,Category Label,osm_class,osm_type
4e39a956bd410d7aed40cbc3,Tennis Court,Sports and Recreation > Racquet Sports > Tennis > Tennis Court,leisure,pitch
52e81612bcbc57f1066b7a26,Recreation Center,Sports and Recreation > Recreation Center,leisure,sports_centre
63be6904847c3692a84b9c14,Rugby,Sports and Recreation > Rugby,nf_fsq,nf_fsq
52e81612bcbc57f1066b7a2c,Rugby Pitch,Sports and Recreation > Rugby > Rugby Pitch,leisure,pitch
63be6904847c3692a84b9c15,Running and Track,Sports and Recreation > Running and Track,nf_fsq,nf_fsq
63be6904847c3692a84b9c16,Running Club,Sports and Recreation > Running and Track > Running Club,leisure,sports_centre
4bf58dd8d48988d106941735,Track,Sports and Recreation > Running and Track > Track,leisure,track
58daa1558bbb0b01f18ec1ae,Sauna,Sports and Recreation > Sauna,leisure,sauna
63be6904847c3692a84b9c17,Skating,Sports and Recreation > Skating,nf_fsq,nf_fsq
4bf58dd8d48988d167941735,Skate Park,Sports and Recreation > Skating > Skate Park,leisure,skate_park
4bf58dd8d48988d168941735,Skating Rink,Sports and Recreation > Skating > Skating Rink,leisure,ice_rink
63be6904847c3692a84b9c18,Skydiving Center,Sports and Recreation > Skydiving Center,nf_fsq,nf_fsq
58daa1558bbb0b01f18ec1b9,Skydiving Drop Zone,Sports and Recreation > Skydiving Center > Skydiving Drop Zone,aeroway,parachute_dropzone
63be6904847c3692a84b9c19,Snow Sports,Sports and Recreation > Snow Sports,nf_fsq,nf_fsq
4bf58dd8d48988d1ec941735,Ski Chalet,Sports and Recreation > Snow Sports > Ski Chalet,tourism,chalet
4bf58dd8d48988d1eb941735,Ski Lodge,Sports and Recreation > Snow Sports > Ski Lodge,tourism,wilderness_hut
4bf58dd8d48988d1e9941735,Ski Resort and Area,Sports and Recreation > Snow Sports > Ski Resort and Area,landuse,winter_sports
4eb1c0ed3b7b52c0e1adc2ea,Ski Chairlift,Sports and Recreation > Snow Sports > Ski Resort and Area > Ski Chairlift,aerialway,chair_lift
4eb1c0f63b7b52c0e1adc2eb,Ski Trail,Sports and Recreation > Snow Sports > Ski Resort and Area > Ski Trail,route,piste
63be6904847c3692a84b9c1a,Soccer,Sports and Recreation > Soccer,nf_fsq,nf_fsq
63be6904847c3692a84b9c1b,Soccer Club,Sports and Recreation > Soccer > Soccer Club,leisure,sports_centre
4cce455aebf7b749d5e191f5,Soccer Field,Sports and Recreation > Soccer > Soccer Field,leisure,pitch
52e81612bcbc57f1066b7a2e,Sports Club,Sports and Recreation > Sports Club,leisure,sports_centre
4eb1bf013b7b6f98df247e07,Volleyball Court,Sports and Recreation > Volleyball Court,leisure,pitch
63be6904847c3692a84b9c1c,Water Sports,Sports and Recreation > Water Sports,nf_fsq,nf_fsq
63be6904847c3692a84b9c1d,Canoe and Kayak Rental,Sports and Recreation > Water Sports > Canoe and Kayak Rental,amenity,boat_rental
63be6904847c3692a84b9c1e,Rafting Outfitter,Sports and Recreation > Water Sports > Rafting Outfitter,tourism,rafting
52e81612bcbc57f1066b7a29,Rafting Spot,Sports and Recreation > Water Sports > Rafting Spot,tourism,rafting
63be6904847c3692a84b9c1f,Sailing Club,Sports and Recreation > Water Sports > Sailing Club,leisure,sports_centre
63be6904847c3692a84b9c20,Scuba Diving Instructor,Sports and Recreation > Water Sports > Scuba Diving Instructor,amenity,dive_centre
63be6904847c3692a84b9c21,Surfing,Sports and Recreation > Water Sports > Surfing,nf_fsq,nf_fsq
63be6904847c3692a84b9c22,Swimming,Sports and Recreation > Water Sports > Swimming,leisure,swimming_area
52e81612bcbc57f1066b7a44,Swim School,Sports and Recreation > Water Sports > Swimming > Swim School,amenity,training
63be6904847c3692a84b9c23,Swimming Club,Sports and Recreation > Water Sports > Swimming > Swimming Club,leisure,sports_centre
4bf58dd8d48988d15e941735,Swimming Pool,Sports and Recreation > Water Sports > Swimming > Swimming Pool,leisure,swimming_pool
4d4b7105d754a06379d81259,Travel and Transportation,Travel and Transportation,nf_fsq,nf_fsq
5744ccdfe4b0c0459246b4e8,Baggage Locker,Travel and Transportation > Baggage Locker,amenity,parcel_locker
4e4c9077bd41f78e849722f9,Bike Rental,Travel and Transportation > Bike Rental,amenity,bicycle_rental
5744ccdfe4b0c0459246b4c1,Boat Rental,Travel and Transportation > Boat Rental,amenity,boat_rental
4bf58dd8d48988d12d951735,Boat or Ferry,Travel and Transportation > Boat or Ferry,route,ferry
52f2ab2ebcbc57f1066b8b4b,Border Crossing,Travel and Transportation > Border Crossing,barrier,border_control
52f2ab2ebcbc57f1066b8b50,Cable Car,Travel and Transportation > Cable Car,aerialway,cable_car
55077a22498e5e9248869ba2,Cruise,Travel and Transportation > Cruise,tourism,cruise
5032872391d4c4b30a586d64,Electric Vehicle Charging Station,Travel and Transportation > Electric Vehicle Charging Station,amenity,charging_station
4bf58dd8d48988d113951735,Fuel Station,Travel and Transportation > Fuel Station,amenity,fuel
4bf58dd8d48988d1f6931735,General Travel,Travel and Transportation > General Travel,nf_fsq,nf_fsq
63be6904847c3692a84b9c24,Hot Air Balloon Tour Agency,Travel and Transportation > Hot Air Balloon Tour Agency,nf_fsq,nf_fsq
63be6904847c3692a84b9c25,Lodging,Travel and Transportation > Lodging,tourism,lodging
4bf58dd8d48988d1f8931735,Bed and Breakfast,Travel and Transportation > Lodging > Bed and Breakfast,tourism,guest_house
4f4530a74b9074f6e4fb0100,Boarding House,Travel and Transportation > Lodging > Boarding House,tourism,guest_house
63be6904847c3692a84b9c26,Cabin,Travel and Transportation > Lodging > Cabin,tourism,chalet
4bf58dd8d48988d1ee931735,Hostel,Travel and Transportation > Lodging > Hostel,tourism,hostel
4bf58dd8d48988d1fa931735,Hotel,Travel and Transportation > Lodging > Hotel,tourism,hotel
4bf58dd8d48988d132951735,Hotel Pool,Travel and Transportation > Lodging > Hotel > Hotel Pool,leisure,swimming_pool
5bae9231bedf3950379f89cb,Inn,Travel and Transportation > Lodging > Inn,tourism,guest_house
63be6904847c3692a84b9c27,Lodge,Travel and Transportation > Lodging > Lodge,tourism,wilderness_hut
4bf58dd8d48988d1fb931735,Motel,Travel and Transportation > Lodging > Motel,tourism,motel
4bf58dd8d48988d12f951735,Resort,Travel and Transportation > Lodging > Resort,tourism,hotel
56aa371be4b08b9a8d5734e1,Vacation Rental,Travel and Transportation > Lodging > Vacation Rental,tourism,apartment
4f2a23984b9023bd5841ed2c,Moving Target,Travel and Transportation > Moving Target,nf_fsq,nf_fsq
4c38df4de52ce0d596b336e1,Parking,Travel and Transportation > Parking,amenity,parking
4e74f6cabd41c4836eac4c31,Pier,Travel and Transportation > Pier,man_made,pier
4f4531504b9074f6e4fb0102,Platform,Travel and Transportation > Platform,public_transport,platform
56aa371be4b08b9a8d57353e,Port,Travel and Transportation > Port,landuse,port
52f2ab2ebcbc57f1066b8b53,RV Park,Travel and Transportation > RV Park,tourism,caravan_site
4d954b16a243a5684b65b473,Rest Area,Travel and Transportation > Rest Area,highway,rest_area
4bf58dd8d48988d1f9931735,Road,Travel and Transportation > Road,highway,road
52f2ab2ebcbc57f1066b8b4c,Intersection,Travel and Transportation > Road > Intersection,junction,intersection
52f2ab2ebcbc57f1066b8b52,Street,Travel and Transportation > Street,highway,residential
52f2ab2ebcbc57f1066b8b4d,Toll Booth,Travel and Transportation > Toll Booth,barrier,toll_booth
52f2ab2ebcbc57f1066b8b4e,Toll Plaza,Travel and Transportation > Toll Plaza,barrier,toll_booth
4f4530164b9074f6e4fb00ff,Tourist Information and Service,Travel and Transportation > Tourist Information and Service,tourism,information
56aa371be4b08b9a8d573520,Tour Provider,Travel and Transportation > Tourist Information and Service > Tour Provider,office,guide
4bf58dd8d48988d12a951735,Train,Travel and Transportation > Train,route,train
63be6904847c3692a84b9c28,Transport Hub,Travel and Transportation > Transport Hub,public_transport,station
4bf58dd8d48988d1ed931735,Airport,Travel and Transportation > Transport Hub > Airport,aeroway,aerodrome
5f2c42335b4c177b9a6dc927,Airfield,Travel and Transportation > Transport Hub > Airport > Airfield,aeroway,aerodrome
4bf58dd8d48988d1ef931735,Airport Food Court,Travel and Transportation > Transport Hub > Airport > Airport Food Court,amenity,food_court
4bf58dd8d48988d1f0931735,Airport Gate,Travel and Transportation > Transport Hub > Airport > Airport Gate,aeroway,gate
4eb1bc533b7b2c5b1d4306cb,Airport Lounge,Travel and Transportation > Transport Hub > Airport > Airport Lounge,amenity,lounge
56aa371be4b08b9a8d57352f,Airport Service,Travel and Transportation > Transport Hub > Airport > Airport Service,office,airport_service
4bf58dd8d48988d1eb931735,Airport Terminal,Travel and Transportation > Transport Hub > Airport > Airport Terminal,aeroway,terminal
60a674555c7917283bad6839,Airport Ticket Counter,Travel and Transportation > Transport Hub > Airport > Airport Ticket Counter,shop,ticket
4bf58dd8d48988d1ec931735,Airport Tram Station,Travel and Transportation > Transport Hub > Airport > Airport Tram Station,railway,tram_stop
5744ccdfe4b0c0459246b4e5,Baggage Claim,Travel and Transportation > Transport Hub > Airport > Baggage Claim,aeroway,baggage_claim
63be6904847c3692a84b9c29,International Airport,Travel and Transportation > Transport Hub > Airport > International Airport,aeroway,aerodrome
4bf58dd8d48988d1f7931735,Plane,Travel and Transportation > Transport Hub > Airport > Plane,nf_fsq,nf_fsq
63be6904847c3692a84b9c2a,Private Airport,Travel and Transportation > Transport Hub > Airport > Private Airport,aeroway,aerodrome
4bf58dd8d48988d1fe931735,Bus Station,Travel and Transportation > Transport Hub > Bus Station,amenity,bus_station
52f2ab2ebcbc57f1066b8b4f,Bus Stop,Travel and Transportation > Transport Hub > Bus Stop,highway,bus_stop
56aa371ce4b08b9a8d57356e,Heliport,Travel and Transportation > Transport Hub > Heliport,aeroway,heliport
4bf58dd8d48988d1fc931735,Light Rail Station,Travel and Transportation > Transport Hub > Light Rail Station,railway,station
5f2c1af1b6d05514c704319d,Marine Terminal,Travel and Transportation > Transport Hub > Marine Terminal,amenity,ferry_terminal
4bf58dd8d48988d1fd931735,Metro Station,Travel and Transportation > Transport Hub > Metro Station,railway,station
4bf58dd8d48988d129951735,Rail Station,Travel and Transportation > Transport Hub > Rail Station,railway,station
4bf58dd8d48988d1ef941735,Rental Car Location,Travel and Transportation > Transport Hub > Rental Car Location,amenity,car_rental
53fca564498e1a175f32528b,Taxi Stand,Travel and Transportation > Transport Hub > Taxi Stand,amenity,taxi
52f2ab2ebcbc57f1066b8b51,Tram Station,Travel and Transportation > Transport Hub > Tram Station,railway,tram_stop
54541b70498ea6ccd0204bff,Transportation Service,Travel and Transportation > Transportation Service,office,transportation_service
63be6904847c3692a84b9c2b,Charter Bus,Travel and Transportation > Transportation Service > Charter Bus,route,bus
63be6904847c3692a84b9c2c,Limo Service,Travel and Transportation > Transportation Service > Limo Service,office,limousine_service
63be6904847c3692a84b9c2d,Public Transportation,Travel and Transportation > Transportation Service > Public Transportation,public_transport,station
4bf58dd8d48988d12b951735,Bus Line,Travel and Transportation > Transportation Service > Public Transportation > Bus Line,route,bus
4bf58dd8d48988d130951735,Taxi,Travel and Transportation > Transportation Service > Taxi,amenity,taxi
4f04b08c2fb6e1c99f3db0bd,Travel Agency,Travel and Transportation > Travel Agency,office,travel_agent
4f04b25d2fb6e1c99f3db0c0,Travel Lounge,Travel and Transportation > Travel Lounge,amenity,lounge
57558b36e4b065ecebd306dd,Truck Stop,Travel and Transportation > Truck Stop,amenity,truck_stop
