Category ID,Category Name,Category Label,osm_class,osm_type
63be6904847c3692a84b9bde,Sports Medicine Clinic,Health and Medicine > Sports Medicine Clinic,amenity,clinic
56aa371be4b08b9a8d573526,Urgent Care Center,Health and Medicine > Urgent Care Center,amenity,clinic
4d954af4a243a5684765b473,Veterinarian,Health and Medicine > Veterinarian,amenity,veterinary
590a0744340a5803fd8508c3,Weight Loss Center,Health and Medicine > Weight Loss Center,healthcare,counselling
63be6904847c3692a84b9bdf,Women's Health Clinic,Health and Medicine > Women's Health Clinic,amenity,clinic
4d4b7105d754a06377d81259,Landmarks and Outdoors,Landmarks and Outdoors,nf_fsq,nf_fsq
52e81612bcbc57f1066b7a28,Bathing Area,Landmarks and Outdoors > Bathing Area,leisure,swimming_area
56aa371be4b08b9a8d573544,Bay,Landmarks and Outdoors > Bay,natural,bay
4bf58dd8d48988d1e2941735,Beach,Landmarks and Outdoors > Beach,natural,beach
56aa371be4b08b9a8d57355e,Bike Trail,Landmarks and Outdoors > Bike Trail,route,bicycle
5fabfc8099ce226e27fe6b0d,Boat Launch,Landmarks and Outdoors > Boat Launch,leisure,slipway
52e81612bcbc57f1066b7a22,Botanical Garden,Landmarks and Outdoors > Botanical Garden,leisure,garden
4bf58dd8d48988d1df941735,Bridge,Landmarks and Outdoors > Bridge,man_made,bridge
4bf58dd8d48988d1e4941735,Campground,Landmarks and Outdoors > Campground,tourism,camp_site
56aa371be4b08b9a8d573562,Canal,Landmarks and Outdoors > Canal,waterway,canal
56aa371be4b08b9a8d57353b,Canal Lock,Landmarks and Outdoors > Canal Lock,water,lock
50aaa49e4b90af0d42d5de11,Castle,Landmarks and Outdoors > Castle,historic,castle
56aa371be4b08b9a8d573511,Cave,Landmarks and Outdoors > Cave,natural,cave_entrance
5fac018b99ce226e27fe7573,Dam,Landmarks and Outdoors > Dam,waterway,dam
52e81612bcbc57f1066b7a12,Dive Spot,Landmarks and Outdoors > Dive Spot,amenity,dive_site
4bf58dd8d48988d15b941735,Farm,Landmarks and Outdoors > Farm,place,farm
4bf58dd8d48988d15f941735,Field,Landmarks and Outdoors > Field,nf_fsq,nf_fsq
52e81612bcbc57f1066b7a23,Forest,Landmarks and Outdoors > Forest,landuse,forest
56aa371be4b08b9a8d573547,Fountain,Landmarks and Outdoors > Fountain,amenity,fountain
4bf58dd8d48988d15a941735,Garden,Landmarks and Outdoors > Garden,leisure,garden
4bf58dd8d48988d1e0941735,Harbor or Marina,Landmarks and Outdoors > Harbor or Marina,leisure,marina
4bf58dd8d48988d159941735,Hiking Trail,Landmarks and Outdoors > Hiking Trail,route,hiking
5bae9231bedf3950379f89cd,Hill,Landmarks and Outdoors > Hill,natural,hill
4deefb944765f83613cdba6e,Historic and Protected Site,Landmarks and Outdoors > Historic and Protected Site,boundary,protected_area
4bf58dd8d48988d160941735,Hot Spring,Landmarks and Outdoors > Hot Spring,natural,hot_spring
50aaa4314b90af0d42d5de10,Island,Landmarks and Outdoors > Island,place,island
4bf58dd8d48988d161941735,Lake,Landmarks and Outdoors > Lake,water,lake
4bf58dd8d48988d15d941735,Lighthouse,Landmarks and Outdoors > Lighthouse,man_made,lighthouse
5642206c498e4bfca532186c,Memorial Site,Landmarks and Outdoors > Memorial Site,historic,memorial
4bf58dd8d48988d12d941735,Monument,Landmarks and Outdoors > Monument,historic,monument
4eb1d4d54b900d56c88a45fc,Mountain,Landmarks and Outdoors > Mountain,natural,peak
55a5a1ebe4b013909087cb77,Mountain Hut,Landmarks and Outdoors > Mountain Hut,tourism,alpine_hut
52e81612bcbc57f1066b7a13,Nature Preserve,Landmarks and Outdoors > Nature Preserve,leisure,nature_reserve
52e81612bcbc57f1066b7a30,Nudist Beach,Landmarks and Outdoors > Nudist Beach,natural,beach
4bf58dd8d48988d162941735,Other Great Outdoors,Landmarks and Outdoors > Other Great Outdoors,nf_fsq,nf_fsq
52e81612bcbc57f1066b7a14,Palace,Landmarks and Outdoors > Palace,historic,castle
4bf58dd8d48988d163941735,Park,Landmarks and Outdoors > Park,leisure,park
4bf58dd8d48988d1e5941735,Dog Park,Landmarks and Outdoors > Park > Dog Park,leisure,dog_park
52e81612bcbc57f1066b7a21,National Park,Landmarks and Outdoors > Park > National Park,boundary,national_park
63be6904847c3692a84b9be0,Natural Park,Landmarks and Outdoors > Park > Natural Park,boundary,protected_area
5fabfe3599ce226e27fe709a,Picnic Area,Landmarks and Outdoors > Park > Picnic Area,tourism,picnic_site
4bf58dd8d48988d1e7941735,Playground,Landmarks and Outdoors > Park > Playground,leisure,playground
5bae9231bedf3950379f89d0,State or Provincial Park,Landmarks and Outdoors > Park > State or Provincial Park,boundary,protected_area
63be6904847c3692a84b9be1,Urban Park,Landmarks and Outdoors > Park > Urban Park,leisure,park
52e81612bcbc57f1066b7a25,Pedestrian Plaza,Landmarks and Outdoors > Pedestrian Plaza,place,square
5fac010d99ce226e27fe7467,Picnic Shelter,Landmarks and Outdoors > Picnic Shelter,amenity,shelter
4bf58dd8d48988d164941735,Plaza,Landmarks and Outdoors > Plaza,place,square
56aa371be4b08b9a8d573541,Reservoir,Landmarks and Outdoors > Reservoir,water,reservoir
4eb1d4dd4b900d56c88a45fd,River,Landmarks and Outdoors > River,waterway,river
50328a4b91d4c4b30a586d6b,Rock Climbing Spot,Landmarks and Outdoors > Rock Climbing Spot,nf_fsq,nf_fsq
4bf58dd8d48988d133951735,Roof Deck,Landmarks and Outdoors > Roof Deck,nf_fsq,nf_fsq
4bf58dd8d48988d165941735,Scenic Lookout,Landmarks and Outdoors > Scenic Lookout,tourism,viewpoint
4bf58dd8d48988d166941735,Sculpture Garden,Landmarks and Outdoors > Sculpture Garden,leisure,garden
4eb1baf03b7b2c5b1d4306ca,Stable,Landmarks and Outdoors > Stable,building,stable
530e33ccbcbc57f1066bbfe4,States and Municipalities,Landmarks and Outdoors > States and Municipalities,nf_fsq,nf_fsq
50aa9e094b90af0d42d5de0d,City,Landmarks and Outdoors > States and Municipalities > City,place,city
530e33ccbcbc57f1066bbff7,Country,Landmarks and Outdoors > States and Municipalities > Country,place,country
5345731ebcbc57f1066c39b2,County,Landmarks and Outdoors > States and Municipalities > County,place,county
4f2a25ac4b909258e854f55f,Neighborhood,Landmarks and Outdoors > States and Municipalities > Neighborhood,place,neighbourhood
530e33ccbcbc57f1066bbff8,State,Landmarks and Outdoors > States and Municipalities > State,place,state
530e33ccbcbc57f1066bbff3,Town,Landmarks and Outdoors > States and Municipalities > Town,place,town
530e33ccbcbc57f1066bbff9,Village,Landmarks and Outdoors > States and Municipalities > Village,place,village
4bf58dd8d48988d130941735,Structure,Landmarks and Outdoors > Structure,nf_fsq,nf_fsq
4bf58dd8d48988d1e3941735,Surf Spot,Landmarks and Outdoors > Surf Spot,nf_fsq,nf_fsq
52e81612bcbc57f1066b7a24,Tree,Landmarks and Outdoors > Tree,natural,tree
52f2ab2ebcbc57f1066b8b4a,Tunnel,Landmarks and Outdoors > Tunnel,tunnel,yes
5032848691d4c4b30a586d61,Volcano,Landmarks and Outdoors > Volcano,natural,volcano
56aa371be4b08b9a8d573560,Waterfall,Landmarks and Outdoors > Waterfall,waterway,waterfall
56aa371be4b08b9a8d5734c3,Waterfront,Landmarks and Outdoors > Waterfront,nf_fsq,nf_fsq
4fbc1be21983fc883593e321,Well,Landmarks and Outdoors > Well,man_made,water_well
5bae9231bedf3950379f89c7,Windmill,Landmarks and Outdoors > Windmill,man_made,windmill
4d4b7105d754a06376d81259,Nightlife Spot,Nightlife Spot,leisure,nightlife
4bf58dd8d48988d11a941735,Other Nightlife,Nightlife Spot > Other Nightlife,nf_fsq,nf_fsq
4d4b7105d754a06378d81259,Retail,Retail,building,retail
5267e446e4b0ec79466e48c4,Adult Store,Retail > Adult Store,shop,erotic
4bf58dd8d48988d116951735,Antique Store,Retail > Antique Store,shop,antiques
4bf58dd8d48988d127951735,Arts and Crafts Store,Retail > Arts and Crafts Store,shop,craft
63be6904847c3692a84b9be2,Auction House,Retail > Auction House,shop,auction_house
56aa371be4b08b9a8d5734d3,Auto Workshop,Retail > Auto Workshop,shop,car_repair
63be6904847c3692a84b9be3,Automotive Retail,Retail > Automotive Retail,nf_fsq,nf_fsq
4eb1c1623b7b52c0e1adc2ec,Car Dealership,Retail > Automotive Retail > Car Dealership,shop,car
63be6904847c3692a84b9be4,Classic and Antique Car Dealership,Retail > Automotive Retail > Car Dealership > Classic and Antique Car Dealership,shop,car
5e8f50bd03c7a9000c1e2fbc,New Car Dealership,Retail > Automotive Retail > Car Dealership > New Car Dealership,shop,car
63be6904847c3692a84b9be5,RV and Motorhome Dealership,Retail > Automotive Retail > Car Dealership > RV and Motorhome Dealership,shop,caravan
5e8f501a03c7a9000c1e2e88,Used Car Dealership,Retail > Automotive Retail > Car Dealership > Used Car Dealership,shop,car
63be6904847c3692a84b9be6,Car Parts and Accessories,Retail > Automotive Retail > Car Parts and Accessories,shop,car_parts
63be6904847c3692a84b9be7,Moped Dealership,Retail > Automotive Retail > Moped Dealership,shop,motorcycle
63be6904847c3692a84b9be8,Motor Scooter Dealership,Retail > Automotive Retail > Motor Scooter Dealership,shop,scooter
5032833091d4c4b30a586d60,Motorcycle Dealership,Retail > Automotive Retail > Motorcycle Dealership,shop,motorcycle
59d79d6b2e268052fa2a3332,Motorsports Store,Retail > Automotive Retail > Motorsports Store,shop,motorcycle
4bf58dd8d48988d124951735,Automotive Shop,Retail > Automotive Shop,shop,car_repair
52f2ab2ebcbc57f1066b8b32,Baby Store,Retail > Baby Store,shop,baby_goods
52f2ab2ebcbc57f1066b8b40,Betting Shop,Retail > Betting Shop,shop,bookmaker
52f2ab2ebcbc57f1066b8b42,Big Box Store,Retail > Big Box Store,shop,department_store
4bf58dd8d48988d1f1941735,Board Store,Retail > Board Store,shop,surf
4bf58dd8d48988d114951735,Bookstore,Retail > Bookstore,shop,books
52f2ab2ebcbc57f1066b8b30,Used Bookstore,Retail > Bookstore > Used Bookstore,shop,books
4bf58dd8d48988d104951735,Boutique,Retail > Boutique,shop,boutique
63be6904847c3692a84b9be9,Cannabis Store,Retail > Cannabis Store,shop,cannabis
52f2ab2ebcbc57f1066b8b18,Comic Book Store,Retail > Comic Book Store,shop,anime
63be6904847c3692a84b9bea,Computers and Electronics Retail,Retail > Computers and Electronics Retail,shop,electronics
4eb1bdf03b7b55596b4a7491,Camera Store,Retail > Computers and Electronics Retail > Camera Store,shop,camera
4bf58dd8d48988d122951735,Electronics Store,Retail > Computers and Electronics Retail > Electronics Store,shop,electronics
4f04afc02fb6e1c99f3db0bc,Mobile Phone Store,Retail > Computers and Electronics Retail > Mobile Phone Store,shop,mobile_phone
4bf58dd8d48988d10b951735,Video Games Store,Retail > Computers and Electronics Retail > Video Games Store,shop,video_games
5454144b498ec1f095bff2f2,Construction Supplies Store,Retail > Construction Supplies Store,shop,doityourself
4d954b0ea243a5684a65b473,Convenience Store,Retail > Convenience Store,shop,convenience
4bf58dd8d48988d10c951735,Cosmetics Store,Retail > Cosmetics Store,shop,cosmetics
52f2ab2ebcbc57f1066b8b17,Costume Store,Retail > Costume Store,shop,clothes
63be6904847c3692a84b9beb,Dance Store,Retail > Dance Store,shop,clothes
4bf58dd8d48988d1f6941735,Department Store,Retail > Department Store,shop,department_store
52dea92d3cf9994f4e043dbb,Discount Store,Retail > Discount Store,shop,discount
5745c2e4498e11e7bccabdbd,Drugstore,Retail > Drugstore,amenity,pharmacy
589ddde98ae3635c072819ee,Duty-free Store,Retail > Duty-free Store,shop,duty_free
4d954afda243a5684865b473,Eyecare Store,Retail > Eyecare Store,shop,optician
63be6904847c3692a84b9bec,Fashion Retail,Retail > Fashion Retail,shop,clothes
56aa371be4b08b9a8d5734cb,Batik Store,Retail > Fashion Retail > Batik Store,shop,clothes
4bf58dd8d48988d11a951735,Bridal Store,Retail > Fashion Retail > Bridal Store,shop,clothes
4bf58dd8d48988d105951735,Children's Clothing Store,Retail > Fashion Retail > Children's Clothing Store,shop,clothes
4bf58dd8d48988d103951735,Clothing Store,Retail > Fashion Retail > Clothing Store,shop,clothes
4bf58dd8d48988d102951735,Fashion Accessories Store,Retail > Fashion Retail > Fashion Accessories Store,shop,fashion_accessories
4bf58dd8d48988d111951735,Jewelry Store,Retail > Fashion Retail > Jewelry Store,shop,jewelry
4bf58dd8d48988d109951735,Lingerie Store,Retail > Fashion Retail > Lingerie Store,shop,clothes
4bf58dd8d48988d106951735,Men's Store,Retail > Fashion Retail > Men's Store,shop,clothes
4bf58dd8d48988d107951735,Shoe Store,Retail > Fashion Retail > Shoe Store,shop,shoes
63be6904847c3692a84b9bed,Sunglasses Store,Retail > Fashion Retail > Sunglasses Store,shop,optician
63be6904847c3692a84b9bee,Swimwear Store,Retail > Fashion Retail > Swimwear Store,shop,clothes
52f2ab2ebcbc57f1066b8b2e,Watch Store,Retail > Fashion Retail > Watch Store,shop,watches
4bf58dd8d48988d108951735,Women's Store,Retail > Fashion Retail > Women's Store,shop,clothes
503287a291d4c4b30a586d65,Financial or Legal Service,Retail > Financial or Legal Service,nf_fsq,nf_fsq
52f2ab2ebcbc57f1066b8b3a,Fireworks Store,Retail > Fireworks Store,shop,pyrotechnics
4bf58dd8d48988d1f7941735,Flea Market,Retail > Flea Market,amenity,marketplace
56aa371be4b08b9a8d573505,Floating Market,Retail > Floating Market,amenity,marketplace
4bf58dd8d48988d11b951735,Flower Store,Retail > Flower Store,shop,florist
4bf58dd8d48988d1f9941735,Food and Beverage Retail,Retail > Food and Beverage Retail,nf_fsq,nf_fsq
5370f356bcbc57f1066c94c2,Beer Store,Retail > Food and Beverage Retail > Beer Store,shop,alcohol
4bf58dd8d48988d11d951735,Butcher,Retail > Food and Beverage Retail > Butcher,shop,butcher
4bf58dd8d48988d117951735,Candy Store,Retail > Food and Beverage Retail > Candy Store,shop,confectionery
4bf58dd8d48988d11e951735,Cheese Store,Retail > Food and Beverage Retail > Cheese Store,shop,cheese
52f2ab2ebcbc57f1066b8b31,Chocolate Store,Retail > Food and Beverage Retail > Chocolate Store,shop,chocolate
5e18993feee47d000759b256,Coffee Roaster,Retail > Food and Beverage Retail > Coffee Roaster,shop,coffee
58daa1558bbb0b01f18ec1ca,Dairy Store,Retail > Food and Beverage Retail > Dairy Store,shop,dairy
4bf58dd8d48988d1fa941735,Farmers Market,Retail > Food and Beverage Retail > Farmers Market,amenity,marketplace
4bf58dd8d48988d10e951735,Fish Market,Retail > Food and Beverage Retail > Fish Market,shop,seafood
52f2ab2ebcbc57f1066b8b1c,Fruit and Vegetable Store,Retail > Food and Beverage Retail > Fruit and Vegetable Store,shop,greengrocer
4bf58dd8d48988d1f5941735,Gourmet Store,Retail > Food and Beverage Retail > Gourmet Store,shop,deli
4bf58dd8d48988d118951735,Grocery Store,Retail > Food and Beverage Retail > Grocery Store,shop,supermarket
52f2ab2ebcbc57f1066b8b45,Organic Grocery,Retail > Food and Beverage Retail > Grocery Store > Organic Grocery,shop,supermarket
50aa9e744b90af0d42d5de0e,Health Food Store,Retail > Food and Beverage Retail > Health Food Store,shop,health_food
52f2ab2ebcbc57f1066b8b2c,Herbs and Spices Store,Retail > Food and Beverage Retail > Herbs and Spices Store,shop,spices
5f2c41945b4c177b9a6dc7d6,Imported Food Store,Retail > Food and Beverage Retail > Imported Food Store,shop,food
63be6904847c3692a84b9bef,Kosher Store,Retail > Food and Beverage Retail > Kosher Store,shop,supermarket
58daa1558bbb0b01f18ec1e8,Kuruyemişçi Shop,Retail > Food and Beverage Retail > Kuruyemişçi Shop,shop,nuts
4bf58dd8d48988d186941735,Liquor Store,Retail > Food and Beverage Retail > Liquor Store,shop,alcohol
63be6904847c3692a84b9bf0,Meat and Seafood Store,Retail > Food and Beverage Retail > Meat and Seafood Store,shop,seafood
56aa371be4b08b9a8d573564,Sausage Store,Retail > Food and Beverage Retail > Sausage Store,shop,butcher
52f2ab2ebcbc57f1066b8b46,Supermarket,Retail > Food and Beverage Retail > Supermarket,shop,supermarket
58daa1558bbb0b01f18ec1e5,Turşucu Shop,Retail > Food and Beverage Retail > Turşucu Shop,shop,pickles
4bf58dd8d48988d119951735,Wine Store,Retail > Food and Beverage Retail > Wine Store,shop,wine
52f2ab2ebcbc57f1066b8b24,Framing Store,Retail > Framing Store,shop,frame
4bf58dd8d48988d1f8941735,Furniture and Home Store,Retail > Furniture and Home Store,shop,furniture
52f2ab2ebcbc57f1066b8b2a,Carpet Store,Retail > Furniture and Home Store > Carpet Store,shop,carpet
63be6904847c3692a84b9bf1,Home Appliance Store,Retail > Furniture and Home Store > Home Appliance Store,shop,appliance
63be6904847c3692a84b9bf2,Housewares Store,Retail > Furniture and Home Store > Housewares Store,shop,houseware
58daa1558bbb0b01f18ec1b4,Kitchen Supply Store,Retail > Furniture and Home Store > Kitchen Supply Store,shop,kitchen
55888a5a498e782e3303b43a,Lighting Store,Retail > Furniture and Home Store > Lighting Store,shop,lighting
52f2ab2ebcbc57f1066b8b27,Mattress Store,Retail > Furniture and Home Store > Mattress Store,shop,bed
4eb1c0253b7b52c0e1adc2e9,Garden Center,Retail > Garden Center,shop,garden_centre
4bf58dd8d48988d128951735,Gift Store,Retail > Gift Store,shop,gift
4bf58dd8d48988d112951735,Hardware Store,Retail > Hardware Store,shop,hardware
4bf58dd8d48988d1fb941735,Hobby Store,Retail > Hobby Store,shop,hobby
52f2ab2ebcbc57f1066b8b25,Knitting Store,Retail > Knitting Store,shop,wool
52f2ab2ebcbc57f1066b8b2b,Leather Goods Store,Retail > Leather Goods Store,shop,leather
52f2ab2ebcbc57f1066b8b29,Luggage Store,Retail > Luggage Store,shop,bag
52c71aaf3cf9994f4e043d17,Marijuana Dispensary,Retail > Marijuana Dispensary,shop,cannabis
50be8ee891d4fa8dcc7199a7,Market,Retail > Market,shop,general
58daa1558bbb0b01f18ec206,Medical Supply Store,Retail > Medical Supply Store,shop,medical_supply
4bf58dd8d48988d1ff941735,Miscellaneous Store,Retail > Miscellaneous Store,shop,variety_store
56aa371be4b08b9a8d57354a,Mobility Store,Retail > Mobility Store,shop,medical_supply
4bf58dd8d48988d1fe941735,Music Store,Retail > Music Store,shop,music
5f2c5a295b4c177b9a6ddd0e,Newsagent,Retail > Newsagent,shop,newsagent
4f04ad622fb6e1c99f3db0b9,Newsstand,Retail > Newsstand,shop,newsagent
4bf58dd8d48988d121951735,Office Supply Store,Retail > Office Supply Store,shop,stationery
52f2ab2ebcbc57f1066b8b22,Outdoor Supply Store,Retail > Outdoor Supply Store,shop,outdoor
5744ccdfe4b0c0459246b4df,Outlet Mall,Retail > Outlet Mall,shop,mall
52f2ab2ebcbc57f1066b8b35,Outlet Store,Retail > Outlet Store,shop,outpost
63be6904847c3692a84b9bf3,Packaging Supply Store,Retail > Packaging Supply Store,shop,packaging
63be6904847c3692a84b9bf4,Party Supply Store,Retail > Party Supply Store,shop,party
52f2ab2ebcbc57f1066b8b34,Pawn Shop,Retail > Pawn Shop,shop,pawnbroker
52f2ab2ebcbc57f1066b8b23,Perfume Store,Retail > Perfume Store,shop,perfumery
4bf58dd8d48988d100951735,Pet Supplies Store,Retail > Pet Supplies Store,shop,pet
4bf58dd8d48988d10f951735,Pharmacy,Retail > Pharmacy,amenity,pharmacy
52f2ab2ebcbc57f1066b8b3d,Pop-Up Store,Retail > Pop-Up Store,shop,pop_up_store
52f2ab2ebcbc57f1066b8b28,Print Store,Retail > Print Store,shop,copyshop
4bf58dd8d48988d10d951735,Record Store,Retail > Record Store,shop,music
4bf58dd8d48988d1fd941735,Shopping Mall,Retail > Shopping Mall,shop,mall
5744ccdfe4b0c0459246b4dc,Shopping Plaza,Retail > Shopping Plaza,shop,mall
4bf58dd8d48988d123951735,Smoke Shop,Retail > Smoke Shop,shop,tobacco
52f2ab2ebcbc57f1066b8b1b,Souvenir Store,Retail > Souvenir Store,shop,gift
4bf58dd8d48988d1f2941735,Sporting Goods Retail,Retail > Sporting Goods Retail,shop,sports
63be6904847c3692a84b9bf5,Baseball Store,Retail > Sporting Goods Retail > Baseball Store,shop,sports
4bf58dd8d48988d115951735,Bicycle Store,Retail > Sporting Goods Retail > Bicycle Store,shop,bicycle
52f2ab2ebcbc57f1066b8b1a,Dive Store,Retail > Sporting Goods Retail > Dive Store,shop,scuba_diving
52f2ab2ebcbc57f1066b8b16,Fishing Store,Retail > Sporting Goods Retail > Fishing Store,shop,fishing
63be6904847c3692a84b9bf6,Golf Store,Retail > Sporting Goods Retail > Golf Store,shop,golf
52f2ab2ebcbc57f1066b8b19,Gun Store,Retail > Sporting Goods Retail > Gun Store,shop,weapons
50aaa5234b90af0d42d5de12,Hunting Supply Store,Retail > Sporting Goods Retail > Hunting Supply Store,shop,hunting
63be6904847c3692a84b9bf7,Running Store,Retail > Sporting Goods Retail > Running Store,shop,sports
5bae9231bedf3950379f89d2,Skate Store,Retail > Sporting Goods Retail > Skate Store,shop,sports
56aa371be4b08b9a8d573566,Ski Store,Retail > Sporting Goods Retail > Ski Store,shop,ski
63be6904847c3692a84b9bf8,Soccer Store,Retail > Sporting Goods Retail > Soccer Store,shop,sports
63be6904847c3692a84b9bf9,Surf Store,Retail > Sporting Goods Retail > Surf Store,shop,surf
63be6904847c3692a84b9bfa,Tennis Store,Retail > Sporting Goods Retail > Tennis Store,shop,sports
52f2ab2ebcbc57f1066b8b21,Stationery Store,Retail > Stationery Store,shop,stationery
5744ccdfe4b0c0459246b4cd,Supplement Store,Retail > Supplement Store,shop,nutrition_supplements
63be6904847c3692a84b9bfb,Swimming Pool Supply Store,Retail > Swimming Pool Supply Store,shop,swimming_pool
52f2ab2ebcbc57f1066b8b26,Textiles Store,Retail > Textiles Store,shop,fabric
63be6904847c3692a84b9bfc,Tobacco Store,Retail > Tobacco Store,shop,tobacco
4bf58dd8d48988d1f3941735,Toy Store,Retail > Toy Store,shop,toys
56aa371be4b08b9a8d57355c,Vape Store,Retail > Vape Store,shop,e-cigarette
4bf58dd8d48988d126951735,Video Store,Retail > Video Store,shop,video
4bf58dd8d48988d101951735,Vintage and Thrift Store,Retail > Vintage and Thrift Store,shop,second_hand
52e816a6bcbc57f1066b7a54,Warehouse or Wholesale Store,Retail > Warehouse or Wholesale Store,shop,wholesale
4f4528bc4b90abdf24c9de85,Sports and Recreation,Sports and Recreation,nf_fsq,nf_fsq
63be6904847c3692a84b9bfd,Athletic Field,Sports and Recreation > Athletic Field,leisure,pitch
63be6904847c3692a84b9bfe,Baseball,Sports and Recreation > Baseball,nf_fsq,nf_fsq
63be6904847c3692a84b9bff,Baseball Club,Sports and Recreation > Baseball > Baseball Club,leisure,sports_centre
4bf58dd8d48988d1e8941735,Baseball Field,Sports and Recreation > Baseball > Baseball Field,leisure,pitch
63be6904847c3692a84b9c00,Batting Cages,Sports and Recreation > Baseball > Batting Cages,nf_fsq,nf_fsq
63be6904847c3692a84b9c01,Basketball,Sports and Recreation > Basketball,nf_fsq,nf_fsq
63be6904847c3692a84b9c02,Basketball Club,Sports and Recreation > Basketball > Basketball Club,leisure,sports_centre
4bf58dd8d48988d1e1941735,Basketball Court,Sports and Recreation > Basketball > Basketball Court,leisure,pitch
52e81612bcbc57f1066b7a2f,Bowling Green,Sports and Recreation > Bowling Green,leisure,pitch
4bf58dd8d48988d18a941735,Cricket Ground,Sports and Recreation > Cricket Ground,leisure,pitch
56aa371be4b08b9a8d57351a,Curling Ice,Sports and Recreation > Curling Ice,leisure,ice_rink
63be6904847c3692a84b9c04,Equestrian Facility,Sports and Recreation > Equestrian Facility,leisure,horse_riding
52e81612bcbc57f1066b7a0f,Fishing Area,Sports and Recreation > Fishing Area,leisure,fishing
63be6904847c3692a84b9c05,Football,Sports and Recreation > Football,nf_fsq,nf_fsq
63be6904847c3692a84b9c06,Football Club,Sports and Recreation > Football > Football Club,leisure,sports_centre
63be6904847c3692a84b9c07,Football Field,Sports and Recreation > Football > Football Field,leisure,pitch
63be6904847c3692a84b9c08,Golf,Sports and Recreation > Golf,shop,golf
63be6904847c3692a84b9c09,Golf Club,Sports and Recreation > Golf > Golf Club,leisure,sports_centre
4bf58dd8d48988d1e6941735,Golf Course,Sports and Recreation > Golf > Golf Course,leisure,golf_course
58daa1558bbb0b01f18ec1b0,Golf Driving Range,Sports and Recreation > Golf > Golf Driving Range,leisure,golf_course
52e81612bcbc57f1066b7a11,Gun Range,Sports and Recreation > Gun Range,leisure,gun_range
4bf58dd8d48988d175941735,Gym and Studio,Sports and Recreation > Gym and Studio,leisure,fitness_centre
52f2ab2ebcbc57f1066b8b47,Boxing Gym,Sports and Recreation > Gym and Studio > Boxing Gym,leisure,fitness_centre
503289d391d4c4b30a586d6a,Climbing Gym,Sports and Recreation > Gym and Studio > Climbing Gym,leisure,fitness_centre
52f2ab2ebcbc57f1066b8b49,Cycle Studio,Sports and Recreation > Gym and Studio > Cycle Studio,leisure,fitness_centre
4bf58dd8d48988d134941735,Dance Studio,Sports and Recreation > Gym and Studio > Dance Studio,leisure,fitness_centre
4bf58dd8d48988d176941735,Gym,Sports and Recreation > Gym and Studio > Gym,leisure,fitness_centre
4bf58dd8d48988d105941735,Gym Pool,Sports and Recreation > Gym and Studio > Gym Pool,leisure,swimming_pool
58daa1558bbb0b01f18ec203,Outdoor Gym,Sports and Recreation > Gym and Studio > Outdoor Gym,leisure,fitness_station
5744ccdfe4b0c0459246b4b2,Pilates Studio,Sports and Recreation > Gym and Studio > Pilates Studio,leisure,fitness_centre
4bf58dd8d48988d102941735,Yoga Studio,Sports and Recreation > Gym and Studio > Yoga Studio,leisure,fitness_centre
63be6904847c3692a84b9c0a,Gymnastics,Sports and Recreation > Gymnastics,leisure,fitness_centre
52f2ab2ebcbc57f1066b8b48,Gymnastics Center,Sports and Recreation > Gymnastics > Gymnastics Center,leisure,fitness_centre
63be6904847c3692a84b9c0b,Hockey,Sports and Recreation > Hockey,nf_fsq,nf_fsq
63be6904847c3692a84b9c0c,Hockey Club,Sports and Recreation > Hockey > Hockey Club,leisure,sports_centre
4f452cd44b9081a197eba860,Hockey Field,Sports and Recreation > Hockey > Hockey Field,leisure,pitch
56aa371be4b08b9a8d57352c,Hockey Rink,Sports and Recreation > Hockey > Hockey Rink,leisure,ice_rink
63be6904847c3692a84b9c0d,Hunting Area,Sports and Recreation > Hunting Area,nf_fsq,nf_fsq
5744ccdfe4b0c0459246b4b5,Indoor Play Area,Sports and Recreation > Indoor Play Area,leisure,indoor_playground
4bf58dd8d48988d101941735,Martial Arts Dojo,Sports and Recreation > Martial Arts Dojo,amenity,dojo
5032829591d4c4b30a586d5e,Paintball Field,Sports and Recreation > Paintball Field,leisure,pitch
63be6904847c3692a84b9c0e,Personal Trainer,Sports and Recreation > Personal Trainer,office,personal_trainer
4bf58dd8d48988d1f4931735,Race Track,Sports and Recreation > Race Track,highway,raceway
56aa371be4b08b9a8d573514,Racecourse,Sports and Recreation > Race Track > Racecourse,highway,raceway
63be6904847c3692a84b9c0f,Racquet Sports,Sports and Recreation > Racquet Sports,nf_fsq,nf_fsq
52e81612bcbc57f1066b7a2b,Badminton Court,Sports and Recreation > Racquet Sports > Badminton Court,leisure,pitch
63be6904847c3692a84b9c10,Racquet Sport Club,Sports and Recreation > Racquet Sports > Racquet Sport Club,leisure,sports_centre
63be6904847c3692a84b9c11,Racquetball Club,Sports and Recreation > Racquet Sports > Racquetball Club,leisure,sports_centre
52e81612bcbc57f1066b7a2d,Squash Court,Sports and Recreation > Racquet Sports > Squash Court,leisure,pitch
63be6904847c3692a84b9c12,Tennis,Sports and Recreation > Racquet Sports > Tennis,nf_fsq,nf_fsq
63be6904847c3692a84b9c13,Tennis Club,Sports and Recreation > Racquet Sports > Tennis > Tennis Club,leisure,sports_centre
